,0,1,2
20-Jun-2013,3, ,Dividend
24-Jul-2014,8.9, ,Dividend
03-Aug-2015,6.5, ,Dividend
31-Mar-2017,12, ,Dividend
20-Jul-2017,4, ,Dividend
19-Dec-2019,2.75, ,Dividend
05-May-2020,4.1, ,Dividend
