,0,1,2
30-Jul-2018,25, ,Dividend
27-Jul-2018,12.5, ,Dividend
29-Nov-2018,2:1, ,Stock split
01-Aug-2019,15, ,Dividend
29-Apr-2020,35, ,Dividend
