,0,1,2
24-Aug-2010,1.35, ,Dividend
14-Sep-2011,1.5, ,Dividend
31-Aug-2012,1.55, ,Dividend
30-Aug-2013,1.4, ,Dividend
07-Sep-2015,1, ,Dividend
06-Sep-2016,1, ,Dividend
12-Sep-2018,1.2, ,Dividend
