,0,1,2
25-Jan-2010,5, ,Dividend
05-Aug-2010,8, ,Dividend
04-Feb-2011,6, ,Dividend
21-Jul-2011,8, ,Dividend
27-Jan-2012,6, ,Dividend
18-May-2012,6, ,Dividend
08-Oct-2012,8, ,Dividend
03-May-2013,8, ,Dividend
17-Oct-2013,12, ,Dividend
31-Jan-2014,10, ,Dividend
28-Aug-2014,22, ,Dividend
05-Nov-2015,14, ,Dividend
17-Mar-2016,12, ,Dividend
10-Feb-2016,12, ,Dividend
22-Aug-2016,16, ,Dividend
21-Jul-2017,24, ,Dividend
18-Jan-2018,20, ,Dividend
31-Jul-2019,35, ,Dividend
