,0,1,2
10-Jun-2010,12, ,Dividend
14-Jul-2011,5:1, ,Stock split
02-Jun-2011,16.5, ,Dividend
28-Jun-2012,4.3, ,Dividend
13-Jun-2013,5.5, ,Dividend
05-Jun-2014,6.85, ,Dividend
29-Jun-2016,9.5, ,Dividend
29-Jun-2017,5.5, ,Dividend
31-May-2018,6.5, ,Dividend
01-Aug-2019,2.5, ,Dividend
20-Jun-2019,7.5, ,Dividend
19-Sep-2019,2:1, ,Stock split
