Insider,Insider Type,Type,Date,Shares
Suzuki Motor Corporation,Promoter,Direct,06-Mar-2020,"211,000"
Life Insurance Corporation of India,Institution- Corporation,Direct,20-Nov-2012,"5,829,103"
HSBC Global Investment Asset Management,UNREPORTED,Direct,30-Oct-2009,"188,460"
LIC of India Market Plus,Investment Advisor,Direct,24-Sep-2009,"5,845,079"
