,0,1,2
10-Aug-2010,30, ,Dividend
06-Sep-2011,20, ,Dividend
27-Aug-2012,22.5, ,Dividend
20-Aug-2014,21, ,Dividend
03-Sep-2015,18, ,Dividend
06-Oct-2016,5:1, ,Stock split
07-Sep-2016,22.5, ,Dividend
31-Aug-2018,6.2, ,Dividend
