,0,1,2
30-Jun-2010,0.85, ,Dividend
13-Sep-2010,2:1, ,Stock split
12-Jul-2011,0.5, ,Dividend
06-Jul-2012,0.6, ,Dividend
04-Jul-2013,0.7, ,Dividend
04-Jul-2014,0.8, ,Dividend
18-Jun-2015,0.9, ,Dividend
14-Jul-2016,0.5, ,Dividend
12-Jul-2017,0.6, ,Dividend
12-Jul-2019,0.8, ,Dividend
