,0,1,2
08-Sep-2010,13, ,Dividend
15-Sep-2011,9.5, ,Dividend
05-Sep-2012,5, ,Dividend
22-Aug-2013,6.2, ,Dividend
14-Aug-2014,8.7, ,Dividend
04-Sep-2015,6.6, ,Dividend
23-Feb-2016,5.5, ,Dividend
18-Oct-2016,2:1, ,Stock split
02-Sep-2016,8.5, ,Dividend
09-Feb-2017,13.5, ,Dividend
24-Mar-2017,4.5, ,Dividend
18-Aug-2017,0.5, ,Dividend
15-Mar-2018,2:1, ,Stock split
08-Feb-2018,9.5, ,Dividend
20-Aug-2018,2, ,Dividend
21-Dec-2018,6.75, ,Dividend
27-Mar-2019,1.5, ,Dividend
