,0,1,2
18-Feb-2011,3.5, ,Dividend
08-Sep-2011,0.4, ,Dividend
06-Sep-2012,0.5, ,Dividend
18-Mar-2013,9.7, ,Dividend
06-Sep-2013,4.3, ,Dividend
17-Jan-2014,29, ,Dividend
03-Mar-2015,20.7, ,Dividend
14-Mar-2016,27.4, ,Dividend
14-Mar-2017,18.75, ,Dividend
16-Mar-2018,16.5, ,Dividend
28-Dec-2018,7.25, ,Dividend
22-Mar-2019,5.85, ,Dividend
