,0,1,2
29-Apr-2010,2, ,Dividend
07-Oct-2010,2, ,Dividend
11-Nov-2010,2:1, ,Stock split
28-Jul-2011,2, ,Dividend
05-Jul-2012,1.5, ,Dividend
11-Jul-2013,2, ,Dividend
10-Jul-2014,2, ,Dividend
21-Jul-2016,2.25, ,Dividend
20-Jul-2016,2.25, ,Dividend
05-Jul-2017,2.5, ,Dividend
15-Jul-2019,3.5, ,Dividend
