,0,1,2
02-Sep-2010,5.5, ,Dividend
27-Dec-2010,2, ,Dividend
17-Aug-2011,5.5, ,Dividend
25-Jan-2012,3, ,Dividend
16-Aug-2012,5.7, ,Dividend
18-Feb-2013,4, ,Dividend
05-Sep-2013,5.6, ,Dividend
27-Aug-2014,5.9, ,Dividend
02-Mar-2015,3, ,Dividend
27-Aug-2015,3, ,Dividend
16-Feb-2016,2.5, ,Dividend
08-Sep-2016,3, ,Dividend
02-Feb-2017,8.5, ,Dividend
31-Aug-2017,1.0125, ,Dividend
18-Jan-2018,2.86875, ,Dividend
30-Aug-2018,0.72, ,Dividend
09-Jul-2019,2:1, ,Stock split
17-Feb-2020,6.4, ,Dividend
