Insider,Insider Type,Type,Date,Shares
Wadia (Ness Nusli),Director (Non-Executive),Direct,01-Apr-2015,750
Berry (Varun),Managing Director,Direct,17-Jun-2015,"50,000"
Venkataraman (N),UNREPORTED,Direct,29-Jun-2015,75
Bali (Vinita),Managing Director,Direct,02-Apr-2013,"75,000"
Life Insurance Corporation of India,Institution- Corporation,Direct,03-Oct-2013,"2,420,816"
