,0,1,2
04-Aug-2011,4, ,Dividend
02-Aug-2012,4, ,Dividend
19-Sep-2013,5, ,Dividend
25-Jul-2014,20, ,Dividend
23-Jul-2015,6, ,Dividend
28-Jul-2016,6, ,Dividend
27-Jul-2017,9, ,Dividend
25-Jul-2019,14, ,Dividend
