,0,1,2
02-Jul-2010,11.25, ,Dividend
30-Jun-2011,11.25, ,Dividend
28-Jun-2012,13.75, ,Dividend
12-Jul-2013,15, ,Dividend
11-Jul-2014,18, ,Dividend
18-Jul-2016,20, ,Dividend
15-Jul-2016,20, ,Dividend
17-Jul-2017,20, ,Dividend
15-Jul-2019,20, ,Dividend
