,0,1,2
14-Jun-2010,9.5, ,Dividend
11-Jul-2011,12.25, ,Dividend
12-Jul-2012,7.5, ,Dividend
15-Jul-2013,10, ,Dividend
07-Jul-2014,11, ,Dividend
04-Jul-2016,7.5, ,Dividend
04-Jan-2017,10:1, ,Stock split
09-Jul-2019,4.1, ,Dividend
08-Jul-2019,4.1, ,Dividend
