,0,1,2
09-Jun-2010,4.5, ,Dividend
03-Aug-2010,2:1, ,Stock split
10-Jun-2011,2.8, ,Dividend
11-Jun-2012,4.5, ,Dividend
31-May-2013,5.25, ,Dividend
03-Jun-2015,6.25, ,Dividend
01-Jul-2016,3:2, ,Stock split
30-May-2016,6.5, ,Dividend
25-May-2018,5.15, ,Dividend
