,0,1,2
19-Jul-2018,14, ,Dividend
01-Nov-2018,7.5, ,Dividend
07-May-2019,7.5, ,Dividend
22-Aug-2019,3.65, ,Dividend
19-Dec-2019,2.75, ,Dividend
05-May-2020,4.1, ,Dividend
