Insider,Insider Type,Type,Date,Shares
Parihar (J K),UNREPORTED,Direct,16-Jan-2015,"6,000"
Jain (Sandeep Kumar),UNREPORTED,Direct,16-May-2014,"5,000"
Krishna Moorthy (R),UNREPORTED,Direct,28-Mar-2013,286
Mittal (Ajay Kumar),UNREPORTED,Direct,29-Jan-2013,297
Life Insurance Corporation of India,Institution- Corporation,Direct,28-Nov-2011,"200,000"
Agarwal (Anil K),UNREPORTED,Direct,20-Dec-2007,"50,000"
