,0,1,2
31-Jul-2010,2, ,Dividend
23-Jul-2010,2, ,Dividend
09-Aug-2011,2, ,Dividend
01-Aug-2012,2, ,Dividend
06-Aug-2013,2, ,Dividend
06-Aug-2014,2, ,Dividend
11-Aug-2015,2, ,Dividend
12-Sep-2016,2, ,Dividend
26-Jul-2017,2, ,Dividend
13-Aug-2018,3, ,Dividend
31-Jul-2019,3, ,Dividend
