,0,1,2
13-Apr-2010,80, ,Dividend
30-Aug-2010,30, ,Dividend
20-Apr-2011,70, ,Dividend
07-Aug-2012,45, ,Dividend
03-Sep-2013,60, ,Dividend
08-Aug-2014,30, ,Dividend
03-Jul-2014,65, ,Dividend
01-Jun-2015,30, ,Dividend
21-Mar-2016,40, ,Dividend
15-Sep-2016,32, ,Dividend
16-Mar-2017,55, ,Dividend
30-Jun-2017,30, ,Dividend
15-Feb-2018,55, ,Dividend
17-Jul-2019,32, ,Dividend
16-Jul-2019,32, ,Dividend
17-Feb-2020,65, ,Dividend
