,0,1,2
12-Jul-2010,8, ,Dividend
04-Jul-2011,12, ,Dividend
16-Jul-2012,12, ,Dividend
15-Jul-2013,8, ,Dividend
14-Jul-2014,10, ,Dividend
23-Jul-2015,8, ,Dividend
28-Jul-2016,8, ,Dividend
20-Jul-2017,9.52737, ,Dividend
04-Jul-2019,13, ,Dividend
