,0,1,2
17-Aug-2010,12.5, ,Dividend
17-Aug-2011,14.5, ,Dividend
14-Aug-2012,16.5, ,Dividend
11-Jul-2013,3:2, ,Stock split
13-Aug-2013,12.33, ,Dividend
13-Aug-2014,14.25, ,Dividend
01-Sep-2015,16.25, ,Dividend
31-Aug-2015,16.25, ,Dividend
11-Aug-2017,14, ,Dividend
13-Jul-2017,3:2, ,Stock split
14-Aug-2018,16, ,Dividend
24-Jul-2019,18, ,Dividend
