,0,1,2
02-Jul-2010,3.25, ,Dividend
30-Jun-2011,3.5, ,Dividend
01-Feb-2012,2, ,Dividend
08-Jun-2012,2, ,Dividend
31-May-2013,0.1, ,Dividend
04-Jul-2014,1.75, ,Dividend
03-Nov-2014,1.75, ,Dividend
30-Oct-2015,3.5, ,Dividend
11-Apr-2017,17.7, ,Dividend
20-Mar-2018,21.2, ,Dividend
13-Mar-2019,1.85, ,Dividend
