,0,1,2
26-Aug-2010,2, ,Dividend
14-Jul-2011,2, ,Dividend
03-Apr-2012,2, ,Dividend
12-Jul-2012,0.5, ,Dividend
04-Jul-2013,2.5, ,Dividend
07-Aug-2014,4, ,Dividend
16-Jul-2015,5, ,Dividend
16-Jun-2016,5, ,Dividend
22-Jun-2017,4.66667, ,Dividend
09-Aug-2018,5.33333, ,Dividend
02-Jul-2019,3:2, ,Stock split
28-May-2019,5.33333, ,Dividend
