,0,1,2
10-May-2010,7, ,Dividend
05-May-2011,8, ,Dividend
31-May-2012,8.5, ,Dividend
10-May-2013,9, ,Dividend
16-May-2014,9.5, ,Dividend
08-May-2015,10, ,Dividend
17-Mar-2016,10.5, ,Dividend
13-Jul-2017,5.44836, ,Dividend
27-Jun-2018,5.94366, ,Dividend
02-Aug-2019,6.43896, ,Dividend
