,0,1,2
11-Jan-2010,0.5, ,Dividend
07-Sep-2010,1, ,Dividend
11-Feb-2011,0.5, ,Dividend
06-Sep-2011,1.25, ,Dividend
13-Feb-2012,0.8, ,Dividend
05-Sep-2012,1.31, ,Dividend
15-Feb-2013,1.61, ,Dividend
05-Sep-2013,1.14, ,Dividend
04-Mar-2014,1.27, ,Dividend
09-Mar-2015,0.69, ,Dividend
07-Sep-2015,1.31, ,Dividend
03-Feb-2016,0.8, ,Dividend
08-Sep-2016,1.51, ,Dividend
08-Feb-2018,2.45, ,Dividend
10-Sep-2018,2.8, ,Dividend
14-Mar-2019,5.83, ,Dividend
