,0,1,2
18-Aug-2010,1, ,Dividend
17-Aug-2011,1, ,Dividend
16-Aug-2012,1, ,Dividend
23-May-2013,1, ,Dividend
21-Aug-2014,3.43, ,Dividend
13-Aug-2015,2.22, ,Dividend
13-Jul-2017,0.918178, ,Dividend
30-Jan-2018,2.60763, ,Dividend
02-Aug-2018,2.29545, ,Dividend
