,Instrument,Date,Time,Open,High,Low,Close
6018,NIFTY,2012-03-01 12:00:00,12:00,5329.7,5331.15,5329.7,5329.9
6019,NIFTY,2012-03-01 13:00:00,13:00,5327.0,5327.0,5325.7,5325.9
6020,NIFTY,2012-03-01 14:00:00,14:00,5304.7,5305.7,5302.7,5303.3
6021,NIFTY,2012-03-01 15:00:00,15:00,5331.65,5335.85,5330.95,5335.85
6022,NIFTY,2012-03-02 10:00:00,10:00,5333.15,5335.15,5332.95,5334.7
6023,NIFTY,2012-03-02 11:00:00,11:00,5360.95,5362.7,5360.25,5361.45
6024,NIFTY,2012-03-02 12:00:00,12:00,5374.3,5374.65,5373.6,5373.75
6025,NIFTY,2012-03-02 13:00:00,13:00,5368.0,5368.85,5367.45,5368.85
6026,NIFTY,2012-03-02 14:00:00,14:00,5348.3,5350.9,5347.95,5350.5
6027,NIFTY,2012-03-02 15:00:00,15:00,5348.0,5350.95,5347.5,5350.8
6028,NIFTY,2012-03-03 12:00:00,12:00,5363.45,5363.45,5362.55,5363.0
6029,NIFTY,2012-03-05 10:00:00,10:00,5295.2,5298.1,5294.2,5298.0
6030,NIFTY,2012-03-05 11:00:00,11:00,5307.5,5308.5,5306.1,5306.8
6031,NIFTY,2012-03-05 12:00:00,12:00,5295.95,5297.2,5295.5,5296.6
6032,NIFTY,2012-03-05 13:00:00,13:00,5283.5,5284.65,5282.75,5282.75
6033,NIFTY,2012-03-05 14:00:00,14:00,5296.0,5296.0,5292.5,5293.7
6034,NIFTY,2012-03-05 15:00:00,15:00,5273.6,5277.25,5273.6,5275.55
6035,NIFTY,2012-03-06 10:00:00,10:00,5303.25,5303.25,5296.75,5297.7
6036,NIFTY,2012-03-06 11:00:00,11:00,5361.1,5368.85,5357.25,5368.55
6037,NIFTY,2012-03-06 12:00:00,12:00,5327.95,5331.15,5327.85,5328.7
6038,NIFTY,2012-03-06 13:00:00,13:00,5311.6,5311.85,5310.65,5310.85
6039,NIFTY,2012-03-06 14:00:00,14:00,5262.35,5264.1,5260.9,5262.25
6040,NIFTY,2012-03-06 15:00:00,15:00,5226.35,5226.4,5222.95,5223.75
6041,NIFTY,2012-03-07 10:00:00,10:00,5204.3,5204.3,5201.15,5201.65
6042,NIFTY,2012-03-07 11:00:00,11:00,5222.05,5228.75,5221.75,5228.75
6043,NIFTY,2012-03-07 12:00:00,12:00,5226.75,5227.45,5225.35,5225.7
