Date,Instrument,Open,High,Low,Close
2008-01-17 11:00:00,NIFTY,5882.15,5889.3,5882.15,5889.3
2008-01-17 11:30:00,NIFTY,5938.8,5939.45,5937.1,5938.4
2008-01-17 12:00:00,NIFTY,5957.85,5959.0,5957.8,5958.05
2008-01-17 12:30:00,NIFTY,5962.6,5962.95,5961.2,5961.2
2008-01-17 13:00:00,NIFTY,5965.45,5965.45,5960.45,5960.45
2008-01-17 13:30:00,NIFTY,5990.85,5990.85,5989.2,5989.75
2008-01-17 14:00:00,NIFTY,6002.9,6003.0,6000.4,6002.25
2008-01-17 14:30:00,NIFTY,5977.4,5982.75,5977.4,5982.75
2008-01-17 15:00:00,NIFTY,5939.3,5943.3,5939.3,5943.25
2008-01-18 10:00:00,NIFTY,5874.3,5874.3,5858.9,5858.9
2008-01-18 10:30:00,NIFTY,5835.9,5837.6,5835.9,5836.45
2008-01-18 11:00:00,NIFTY,5866.5,5866.5,5864.85,5864.95
2008-01-18 11:30:00,NIFTY,5882.3,5882.4,5881.45,5882.4
2008-01-18 12:00:00,NIFTY,5862.4,5864.7,5862.4,5863.5
2008-01-18 12:30:00,NIFTY,5890.6,5891.7,5890.15,5891.7
2008-01-18 13:00:00,NIFTY,5872.6,5875.3,5872.6,5873.9
2008-01-18 13:30:00,NIFTY,5869.75,5869.75,5867.25,5867.25
2008-01-18 14:00:00,NIFTY,5852.0,5852.0,5845.1,5845.5
2008-01-18 14:30:00,NIFTY,5774.15,5780.1,5774.15,5780.1
2008-01-18 15:00:00,NIFTY,5748.05,5748.05,5742.9,5742.9
2008-01-21 10:00:00,NIFTY,5561.3,5581.85,5561.3,5579.65
2008-01-21 10:30:00,NIFTY,5549.75,5556.95,5548.85,5555.65
2008-01-21 11:00:00,NIFTY,5548.2,5553.2,5548.15,5553.2
2008-01-21 11:30:00,NIFTY,5551.75,5553.65,5551.75,5551.9
2008-01-21 12:00:00,NIFTY,5555.85,5555.95,5547.35,5547.35
2008-01-21 12:30:00,NIFTY,5446.95,5454.9,5445.4,5445.4
2008-01-21 13:00:00,NIFTY,5257.0,5257.0,5227.0,5227.5
2008-01-21 13:30:00,NIFTY,5409.7,5415.15,5406.75,5415.15
2008-01-21 14:00:00,NIFTY,5264.85,5272.55,5261.85,5272.55
2008-01-21 14:30:00,NIFTY,5177.1,5211.65,5175.85,5211.65
2008-01-21 15:00:00,NIFTY,5198.2,5198.2,5188.7,5188.7
2008-01-22 10:00:00,NIFTY,4578.35,4578.35,4578.35,4578.35
2008-01-22 10:30:00,NIFTY,4578.35,4578.35,4578.35,4578.35
2008-01-22 11:00:00,NIFTY,4837.7,4837.7,4770.1,4781.35
2008-01-22 11:30:00,NIFTY,4805.1,4808.65,4795.6,4804.25
2008-01-22 12:00:00,NIFTY,4511.2,4518.85,4493.0,4493.0
2008-01-22 12:30:00,NIFTY,4761.0,4764.15,4752.6,4763.95
2008-01-22 13:00:00,NIFTY,4877.55,4879.0,4868.95,4868.95
2008-01-22 13:30:00,NIFTY,4769.7,4769.7,4753.25,4753.25
2008-01-22 14:00:00,NIFTY,4663.0,4667.75,4660.25,4667.75
2008-01-22 14:30:00,NIFTY,4788.95,4801.8,4787.3,4801.8
2008-01-22 15:00:00,NIFTY,4904.05,4924.5,4904.05,4924.5
2008-01-23 10:00:00,NIFTY,5089.2,5102.55,5086.7,5102.55
2008-01-23 10:30:00,NIFTY,5026.05,5033.55,5022.2,5033.55
2008-01-23 11:00:00,NIFTY,5010.5,5034.3,5009.4,5034.3
2008-01-23 11:30:00,NIFTY,5127.55,5128.8,5125.35,5125.35
2008-01-23 12:00:00,NIFTY,5110.75,5110.9,5104.9,5104.9
2008-01-23 12:30:00,NIFTY,5182.15,5190.15,5182.15,5190.15
2008-01-23 13:00:00,NIFTY,5231.7,5234.9,5231.15,5232.5
2008-01-23 13:30:00,NIFTY,5297.6,5298.35,5294.75,5298.35
2008-01-23 14:00:00,NIFTY,5316.75,5316.75,5311.15,5312.0
2008-01-23 14:30:00,NIFTY,5249.65,5249.65,5247.6,5247.6
2008-01-23 15:00:00,NIFTY,5258.55,5263.85,5254.25,5254.25
2008-01-24 10:00:00,NIFTY,5298.15,5307.95,5298.15,5307.95
2008-01-24 10:30:00,NIFTY,5309.1,5314.85,5308.65,5313.85
2008-01-24 11:00:00,NIFTY,5274.0,5277.1,5274.0,5276.95
2008-01-24 11:30:00,NIFTY,5251.4,5254.6,5248.45,5254.6
2008-01-24 12:00:00,NIFTY,5259.9,5259.9,5257.7,5258.2
2008-01-24 12:30:00,NIFTY,5231.0,5240.15,5229.9,5240.1
2008-01-24 13:00:00,NIFTY,5101.6,5102.15,5094.6,5094.75
2008-01-24 13:30:00,NIFTY,5002.2,5002.2,4996.45,5000.1
2008-01-24 14:00:00,NIFTY,5056.7,5062.4,5056.7,5060.9
2008-01-24 14:30:00,NIFTY,5048.95,5051.2,5048.95,5051.2
2008-01-24 15:00:00,NIFTY,5053.75,5053.75,5052.45,5053.0
2008-01-25 10:00:00,NIFTY,5224.4,5226.1,5220.05,5221.55
2008-01-25 10:30:00,NIFTY,5265.95,5270.45,5265.95,5270.45
2008-01-25 11:00:00,NIFTY,5285.8,5288.6,5285.8,5287.05
2008-01-25 11:30:00,NIFTY,5275.8,5277.05,5274.65,5275.4
2008-01-25 12:00:00,NIFTY,5302.25,5303.6,5302.2,5302.2
2008-01-25 12:30:00,NIFTY,5273.4,5277.75,5273.4,5276.9
2008-01-25 13:00:00,NIFTY,5274.1,5276.2,5274.1,5274.25
2008-01-25 13:30:00,NIFTY,5312.85,5318.0,5312.55,5314.25
2008-01-25 14:00:00,NIFTY,5313.4,5315.85,5313.1,5315.35
2008-01-25 14:30:00,NIFTY,5306.35,5309.0,5302.1,5302.1
2008-01-25 15:00:00,NIFTY,5348.6,5353.6,5347.4,5352.85
2008-01-28 10:00:00,NIFTY,5203.9,5203.9,5185.2,5185.2
2008-01-28 10:30:00,NIFTY,5165.45,5167.85,5165.45,5167.55
2008-01-28 11:00:00,NIFTY,5104.8,5104.8,5101.15,5101.15
2008-01-28 11:30:00,NIFTY,5121.85,5126.05,5121.7,5125.7
2008-01-28 12:00:00,NIFTY,5085.65,5085.95,5082.5,5084.05
2008-01-28 12:30:00,NIFTY,5115.25,5115.35,5113.0,5113.0
2008-01-28 13:00:00,NIFTY,5148.45,5150.9,5148.45,5150.85
2008-01-28 13:30:00,NIFTY,5145.6,5147.35,5143.95,5147.35
2008-01-28 14:00:00,NIFTY,5189.15,5190.1,5187.4,5189.4
2008-01-28 14:30:00,NIFTY,5225.0,5230.7,5224.65,5230.7
2008-01-28 15:00:00,NIFTY,5245.7,5254.4,5245.7,5254.4
2008-01-29 10:00:00,NIFTY,5353.75,5353.75,5351.4,5353.35
2008-01-29 10:30:00,NIFTY,5372.0,5373.35,5370.35,5370.35
2008-01-29 11:00:00,NIFTY,5357.6,5358.0,5356.2,5356.2
2008-01-29 11:30:00,NIFTY,5324.6,5324.6,5321.35,5321.35
2008-01-29 12:00:00,NIFTY,5273.8,5273.8,5251.9,5251.9
2008-01-29 12:30:00,NIFTY,5308.5,5308.6,5303.45,5304.5
2008-01-29 13:00:00,NIFTY,5269.75,5271.65,5267.45,5267.45
2008-01-29 13:30:00,NIFTY,5257.6,5258.3,5256.25,5256.6
2008-01-29 14:00:00,NIFTY,5273.2,5273.65,5270.5,5270.95
2008-01-29 14:30:00,NIFTY,5292.35,5298.3,5292.35,5298.3
2008-01-29 15:00:00,NIFTY,5285.45,5285.45,5277.55,5277.55
2008-01-30 10:00:00,NIFTY,5262.8,5270.55,5262.8,5270.55
2008-01-30 10:30:00,NIFTY,5242.55,5248.55,5242.55,5248.55
2008-01-30 11:00:00,NIFTY,5228.5,5230.8,5228.4,5228.95
2008-01-30 11:30:00,NIFTY,5248.9,5250.0,5247.35,5250.0
2008-01-30 12:00:00,NIFTY,5224.4,5226.0,5222.55,5223.2
2008-01-30 12:30:00,NIFTY,5208.9,5208.9,5205.45,5205.45
2008-01-30 13:00:00,NIFTY,5209.05,5210.05,5208.0,5210.05
2008-01-30 13:30:00,NIFTY,5171.65,5171.65,5168.35,5171.2
2008-01-30 14:00:00,NIFTY,5143.4,5147.6,5143.4,5147.6
2008-01-30 14:30:00,NIFTY,5158.55,5158.8,5154.55,5155.1
2008-01-30 15:00:00,NIFTY,5178.15,5178.15,5171.5,5171.5
2008-01-31 10:00:00,NIFTY,5145.1,5145.1,5130.45,5131.4
2008-01-31 10:30:00,NIFTY,5088.0,5088.0,5075.8,5077.3
2008-01-31 11:00:00,NIFTY,5115.2,5119.0,5114.65,5119.0
2008-01-31 11:30:00,NIFTY,5162.9,5164.75,5162.9,5164.5
2008-01-31 12:00:00,NIFTY,5185.9,5195.95,5185.9,5195.95
2008-01-31 12:30:00,NIFTY,5227.95,5228.15,5226.65,5226.95
2008-01-31 13:00:00,NIFTY,5250.05,5251.1,5246.05,5246.4
2008-01-31 13:30:00,NIFTY,5211.95,5214.7,5211.7,5214.7
2008-01-31 14:00:00,NIFTY,5208.55,5208.55,5204.1,5204.1
2008-01-31 14:30:00,NIFTY,5181.8,5185.45,5181.8,5185.1
2008-01-31 15:00:00,NIFTY,5158.05,5158.05,5147.8,5147.8
2008-02-01 10:00:00,NIFTY,5189.0,5189.8,5186.5,5187.0
2008-02-01 10:30:00,NIFTY,5190.7,5191.35,5189.15,5191.35
2008-02-01 11:00:00,NIFTY,5144.3,5149.15,5143.7,5147.8
2008-02-01 11:30:00,NIFTY,5134.5,5134.5,5127.8,5127.8
2008-02-01 12:00:00,NIFTY,5129.6,5129.85,5126.4,5126.4
2008-02-01 12:30:00,NIFTY,5167.7,5167.7,5162.85,5163.25
2008-02-01 13:00:00,NIFTY,5169.95,5172.65,5169.95,5172.2
2008-02-01 13:30:00,NIFTY,5194.2,5195.05,5193.2,5193.8
2008-02-01 14:00:00,NIFTY,5222.5,5222.5,5217.15,5217.15
2008-02-01 14:30:00,NIFTY,5238.05,5239.0,5236.0,5236.0
2008-02-01 15:00:00,NIFTY,5285.05,5285.05,5282.55,5282.55
2008-02-04 10:00:00,NIFTY,5465.85,5476.45,5465.85,5476.45
2008-02-04 10:30:00,NIFTY,5493.4,5493.5,5488.2,5488.2
2008-02-04 11:00:00,NIFTY,5481.2,5484.6,5481.2,5484.6
2008-02-04 11:30:00,NIFTY,5493.0,5497.15,5492.75,5497.15
2008-02-04 12:00:00,NIFTY,5501.85,5505.1,5501.5,5504.75
2008-02-04 12:30:00,NIFTY,5527.3,5530.2,5527.3,5529.75
2008-02-04 13:00:00,NIFTY,5528.0,5532.3,5528.0,5530.55
2008-02-04 13:30:00,NIFTY,5540.4,5541.2,5538.85,5539.55
2008-02-04 14:00:00,NIFTY,5465.55,5470.65,5465.55,5470.15
2008-02-04 14:30:00,NIFTY,5449.55,5452.2,5449.55,5451.4
2008-02-04 15:00:00,NIFTY,5425.15,5432.35,5425.15,5431.7
2008-02-06 10:00:00,NIFTY,5269.85,5279.15,5265.9,5277.65
2008-02-06 10:30:00,NIFTY,5320.9,5320.9,5317.25,5319.35
2008-02-06 11:00:00,NIFTY,5330.4,5334.6,5330.4,5334.2
2008-02-06 11:30:00,NIFTY,5322.7,5322.7,5315.2,5317.3
2008-02-06 12:00:00,NIFTY,5305.55,5308.0,5305.5,5307.75
2008-02-06 12:30:00,NIFTY,5281.6,5283.9,5281.15,5283.9
2008-02-06 13:00:00,NIFTY,5275.8,5277.3,5274.45,5277.0
2008-02-06 13:30:00,NIFTY,5293.6,5297.1,5293.6,5297.1
2008-02-06 14:00:00,NIFTY,5302.6,5303.55,5302.35,5303.4
2008-02-06 14:30:00,NIFTY,5322.55,5324.35,5322.3,5324.3
2008-02-06 15:00:00,NIFTY,5345.35,5347.85,5345.35,5347.05
2008-02-07 10:00:00,NIFTY,5302.05,5303.6,5296.1,5297.35
2008-02-07 10:30:00,NIFTY,5324.85,5324.85,5322.55,5323.2
2008-02-07 11:00:00,NIFTY,5312.4,5316.65,5312.25,5316.5
2008-02-07 11:30:00,NIFTY,5317.05,5320.45,5317.05,5320.3
2008-02-07 12:00:00,NIFTY,5329.65,5330.9,5329.6,5330.9
2008-02-07 12:30:00,NIFTY,5335.0,5335.05,5334.25,5334.9
2008-02-07 13:00:00,NIFTY,5290.7,5290.7,5282.15,5282.15
2008-02-07 13:30:00,NIFTY,5194.95,5194.95,5183.45,5183.45
2008-02-07 14:00:00,NIFTY,5181.8,5187.0,5181.8,5187.0
2008-02-07 14:30:00,NIFTY,5180.9,5182.05,5180.45,5180.55
2008-02-07 15:00:00,NIFTY,5148.3,5148.3,5140.45,5141.1
2008-02-08 10:00:00,NIFTY,5100.05,5100.05,5091.6,5094.5
2008-02-08 10:30:00,NIFTY,5119.85,5119.95,5115.25,5117.3
2008-02-08 11:00:00,NIFTY,5108.1,5113.8,5108.1,5113.8
2008-02-08 11:30:00,NIFTY,5119.65,5121.55,5119.65,5121.55
2008-02-08 12:00:00,NIFTY,5128.55,5131.15,5127.95,5130.9
2008-02-08 12:30:00,NIFTY,5108.75,5108.85,5104.2,5104.2
2008-02-08 13:00:00,NIFTY,5053.7,5053.9,5050.1,5050.1
2008-02-08 13:30:00,NIFTY,5066.25,5067.25,5064.9,5066.8
2008-02-08 14:00:00,NIFTY,5117.05,5127.5,5117.05,5127.5
2008-02-08 14:30:00,NIFTY,5136.1,5139.2,5136.1,5139.2
2008-02-08 15:00:00,NIFTY,5163.0,5163.65,5159.05,5159.05
2008-02-11 10:00:00,NIFTY,4993.65,5007.95,4993.65,5007.95
2008-02-11 10:30:00,NIFTY,5034.9,5037.1,5034.9,5034.95
2008-02-11 11:00:00,NIFTY,5035.75,5038.8,5035.75,5038.8
2008-02-11 11:30:00,NIFTY,4988.45,4988.9,4983.7,4983.7
2008-02-11 12:00:00,NIFTY,4932.9,4932.9,4920.75,4921.6
2008-02-11 12:30:00,NIFTY,4910.95,4910.95,4906.8,4907.65
2008-02-11 13:00:00,NIFTY,4854.1,4854.1,4845.3,4846.2
2008-02-11 13:30:00,NIFTY,4835.7,4835.7,4830.85,4830.85
2008-02-11 14:00:00,NIFTY,4913.6,4915.4,4911.05,4915.05
2008-02-11 14:30:00,NIFTY,4931.4,4931.55,4926.45,4928.5
2008-02-11 15:00:00,NIFTY,4919.05,4920.2,4917.3,4917.7
2008-02-12 10:00:00,NIFTY,4935.95,4938.2,4924.3,4924.3
2008-02-12 10:30:00,NIFTY,4879.0,4883.4,4879.0,4882.1
2008-02-12 11:00:00,NIFTY,4866.75,4875.9,4866.75,4875.8
2008-02-12 11:30:00,NIFTY,4909.6,4914.9,4909.6,4914.9
2008-02-12 12:00:00,NIFTY,4901.0,4901.0,4895.8,4895.9
2008-02-12 12:30:00,NIFTY,4871.55,4871.55,4861.75,4862.35
2008-02-12 13:00:00,NIFTY,4901.1,4901.2,4898.05,4900.95
2008-02-12 13:30:00,NIFTY,4903.3,4904.8,4902.35,4904.8
2008-02-12 14:00:00,NIFTY,4907.25,4911.65,4907.25,4909.75
2008-02-12 14:30:00,NIFTY,4875.6,4883.05,4875.6,4883.0
2008-02-12 15:00:00,NIFTY,4874.9,4875.45,4872.85,4874.95
2008-02-13 10:00:00,NIFTY,4896.6,4903.0,4896.6,4903.0
2008-02-13 10:30:00,NIFTY,4938.35,4943.55,4938.35,4943.55
2008-02-13 11:00:00,NIFTY,4982.3,4983.25,4981.05,4981.05
2008-02-13 11:30:00,NIFTY,4962.45,4964.75,4962.45,4963.25
2008-02-13 12:00:00,NIFTY,4938.85,4938.85,4930.35,4930.35
2008-02-13 12:30:00,NIFTY,4905.2,4907.9,4899.65,4899.65
2008-02-13 13:00:00,NIFTY,4886.1,4888.8,4884.65,4884.8
2008-02-13 13:30:00,NIFTY,4911.65,4913.25,4911.65,4912.4
2008-02-13 14:00:00,NIFTY,4940.8,4945.15,4940.8,4945.15
2008-02-13 14:30:00,NIFTY,4899.25,4904.7,4899.25,4904.7
2008-02-13 15:00:00,NIFTY,4885.25,4890.2,4885.25,4889.0
2008-02-14 10:00:00,NIFTY,5102.5,5107.5,5099.7,5106.25
2008-02-14 10:30:00,NIFTY,5126.9,5126.9,5121.25,5122.5
2008-02-14 11:00:00,NIFTY,5113.7,5114.65,5113.2,5114.65
2008-02-14 11:30:00,NIFTY,5101.5,5104.55,5100.95,5104.55
2008-02-14 12:00:00,NIFTY,5127.75,5133.9,5127.75,5133.9
2008-02-14 12:30:00,NIFTY,5134.25,5134.9,5133.75,5133.75
2008-02-14 13:00:00,NIFTY,5145.6,5146.7,5144.05,5146.7
2008-02-14 13:30:00,NIFTY,5146.45,5146.95,5145.7,5146.5
2008-02-14 14:00:00,NIFTY,5166.1,5168.3,5166.0,5167.3
2008-02-14 14:30:00,NIFTY,5130.65,5137.45,5129.75,5137.4
2008-02-14 15:00:00,NIFTY,5175.2,5179.9,5175.2,5179.9
2008-02-15 10:00:00,NIFTY,5154.0,5154.3,5143.5,5143.5
2008-02-15 10:30:00,NIFTY,5175.6,5176.4,5173.7,5174.4
2008-02-15 11:00:00,NIFTY,5182.7,5182.7,5178.25,5178.25
2008-02-15 11:30:00,NIFTY,5193.15,5193.65,5192.3,5192.9
2008-02-15 12:00:00,NIFTY,5169.8,5173.1,5169.8,5172.6
2008-02-15 12:30:00,NIFTY,5203.55,5203.55,5199.5,5199.5
2008-02-15 13:00:00,NIFTY,5230.4,5230.6,5227.85,5228.5
2008-02-15 13:30:00,NIFTY,5269.5,5269.5,5265.25,5266.0
2008-02-15 14:00:00,NIFTY,5274.75,5275.05,5271.35,5271.35
2008-02-15 14:30:00,NIFTY,5291.25,5298.05,5291.25,5298.05
2008-02-15 15:00:00,NIFTY,5293.3,5299.5,5293.3,5299.5
2008-02-18 10:00:00,NIFTY,5320.7,5320.7,5307.05,5307.05
2008-02-18 10:30:00,NIFTY,5286.55,5286.55,5283.6,5284.8
2008-02-18 11:00:00,NIFTY,5265.9,5265.9,5264.45,5264.45
2008-02-18 11:30:00,NIFTY,5269.55,5269.7,5267.95,5268.2
2008-02-18 12:00:00,NIFTY,5290.65,5290.65,5289.0,5289.1
2008-02-18 12:30:00,NIFTY,5285.6,5286.05,5282.75,5282.75
