,0,1,2
08-Jul-2010,1, ,Dividend
29-Jun-2011,1.25, ,Dividend
05-Jul-2012,1.5, ,Dividend
04-Jul-2013,1.5, ,Dividend
03-Jul-2014,1.75, ,Dividend
16-Mar-2016,1.75, ,Dividend
06-Jul-2017,1.75, ,Dividend
11-Jul-2019,2.5, ,Dividend
