Insider,Insider Type,Type,Date,Shares
President of India,Promoter,Direct,20-Mar-2013,"12,988,697"
Malhotra (Sanjiv),Director (Non-Executive),Direct,20-Dec-2018,"9,600"
Government of India,Promoter,Direct,20-Nov-2017,"4,460,213,764"
Life Insurance Corporation of India,UNREPORTED,Direct,20-Jan-2010,"12,976,085"
Shukla (Sangeet),Managing Director,Direct,15-Oct-2009,500
Shanker (Mrinal),Officer,Direct,07-Oct-2009,250
Gupta (Diwakar),UNREPORTED,Direct,19-May-2009,400
