,0,1,2
29-Jun-2010,6, ,Dividend
15-Jun-2010,5:3, ,Stock split
27-Jan-2011,2, ,Dividend
29-Jun-2011,4, ,Dividend
24-Jan-2012,2, ,Dividend
28-Jun-2012,4, ,Dividend
23-Jan-2013,2, ,Dividend
27-Jun-2013,5, ,Dividend
22-Jan-2014,3, ,Dividend
21-Jul-2014,5, ,Dividend
27-Jun-2014,5, ,Dividend
22-Jan-2015,5, ,Dividend
20-Jul-2015,7, ,Dividend
11-Jul-2016,1, ,Dividend
02-Feb-2017,2, ,Dividend
31-Jan-2018,0.75, ,Dividend
06-Mar-2019,4:3, ,Stock split
24-Jan-2020,1, ,Dividend
